hub,table,affected_satellites,other_verified_keys_on_table,candidate_discriminator_columns,note
HUB_LOCATION,BJAZ_HM_HOSP_MASTER_EXTN1,SAT_COMMON_ADDRESS,HUB_PARTY(HOSID); HUB_AGREEMENT(HOSID),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_LOCATION,BJAZ_HM_MEMBER_DTLS,SAT_COMMON_ADDRESS,HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_PARTY(MEMBER_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_FINANCIAL_ACCOUNT(BANK_AC_NO); HUB_PRODUCT(PRODUCT_CODE),"ACTION_CODE, HAT_EMPCODE, MEMBER_STATUS, MICR_CODE, MEMBER_FLAG, CTNY_INFOVIEW_FLAG, DELETE_FLAG",
HUB_LOCATION,BJAZ_SH_MEM_DTLS_EXTN,SAT_COMMON_ADDRESS,HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_PARTY(MEMBER_NO); HUB_DOCUMENT(MEDICAL_REPORT); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),"ACTION_CODE, STATUS",
HUB_LOCATION,BJAZ_TPA_CLAIM_DETAILS_WS,SAT_COMMON_ADDRESS,HUB_PARTY(CUSTOMER_ID); HUB_POLICY(POLICY_NO); HUB_PAYMENT_INSTRUMENT(CHEQUE_NO); HUB_CLAIM(BJAZ_CLAIM_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_LOSS_EVENT(TPA_CLAIM_NO); HUB_FINANCIAL_TRANSACTION(TPA_TRANS_KEY); HUB_ORG_UNIT(OPERATING_OFFICE); HUB_ORG_UNIT(CONTROLLING_OFFICE); HUB_PARTY(HOSPITAL_CODE),"CLAIM_TYPE, CLAIM_CATEGORY, POLICY_TYPE, PRE_AUTH_STATUS, AGENT_CODE, DEVELOPMENT_CODE, OPERATING_CODE, SETTELEMENT_TYPE, STATUS, BENEFIT_TYPE, PINCODE, BRANCH_IFSC_CODE, BRANCH_MICR_CODE, NEFT_BANK_STATUS, ACCOUNT_TYPE, NEFT_ENABLE_FLAG, BJAZ_CLAIM_STATUS, WEB_APP_STATUS",
HUB_ORG_UNIT,BJAZ_HM_HOSPITAL_MASTER_EXTN,SAT_ORG_UNIT_DEFINITION,HUB_PARTY(HOSID); HUB_DISTRIBUTION_CHANNEL(DISTRIBUTION_PARTNER); HUB_AGREEMENT(HOSID),"NEFT_STATUS, BR_MICR_CODE, ACCOUNT_TYPE, DELETE_FLAG, PPN_TYPE, FRAUD_TYPE, PACKAGE_TYPE, ROHINI_CODE",
HUB_ORG_UNIT,BJAZ_REMEDINET_CLAIM_DETAILS,SAT_ORG_UNIT_DEFINITION,HUB_CLAIM(CLAIM_NO); HUB_CLAIM(CLAIM_ID); HUB_POLICY(POLICY_NO); HUB_PARTY(PAYER_CODE); HUB_DOCUMENT(OMNI_INWARD_NO); HUB_AGREEMENT(REMEDINET_PROVIDER_CODE); HUB_PARTY(REMEDINET_PROVIDER_CODE),"CLAIM_STATUS, COPAY_TYPE, ACTION_STATUS, CLAIM_TYPE, PAYER_PROVIDER_CODE, VALID_FLAG, DOWNLOAD_FLAG, UPDATE_STATUS",
HUB_PARTY,BA_HCP_PORT_WORDINGS,SAT_COMMON_CONTACT; SAT_PARTY_IDENTITY,HUB_ASSESSMENT(SCRUTINY_NO); HUB_POLICY(CONTRACT_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_PARTY,BJAZ_CTNGY_FF_DTLS_EXTN,SAT_PARTY_IDENTITY,HUB_POLICY(CONTRACT_ID); HUB_PRODUCT(SCHEME_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),"ACTION_CODE, SECTION_CODE",
HUB_PARTY,BJAZ_CTNGY_GC_MEM_DATA,SAT_PARTY_IDENTITY,HUB_POLICY(POLICY_REF); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),INFOVIEW_FLAG,
HUB_PARTY,BJAZ_CTNGY_PA_MEM_DTLS,SAT_PARTY_IDENTITY,"HUB_POLICY(CONTRACT_ID); HUB_PRODUCT(SCHEME_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_RISK_OBJECT(CONTRACT_ID,MEMBER_REF_NUMBER)","ACTION_CODE, SECTION_CODE, BANK_RM_CODE, BAGIC_RM_CODE, MAIL_FLAG, TAX_CODE",
HUB_PARTY,BJAZ_ECARD_POL_DTLS_CONFIG,SAT_PARTY_IDENTITY,HUB_POLICY(POLICY_REF); HUB_QUOTE(QUOTE_REF),"QUOTE_STATUS, POLICY_TYPE, POLICY_STATUS, POL_TYPE",
HUB_PARTY,BJAZ_EHH_POL_DTLS,SAT_COMMON_CONTACT; SAT_PARTY_IDENTIFICATION; SAT_PARTY_IDENTITY,HUB_POLICY(POLICY_REF); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_ASSESSMENT(SCRUTINY_NO); HUB_POLICY(CONTRACT_ID); HUB_ORG_UNIT(COMPANY_ORG_UNIT); HUB_PRODUCT(PRODUCT_4DIGIT_CODE); HUB_DISTRIBUTION_CHANNEL(MAIN_AGENT_CODE); HUB_LOCATION(RISK_LOCATION),"POSTCODE, PARTNER_TYPE",
HUB_PARTY,BJAZ_GENERIC_LOADER_LOG_TABLE,SAT_COMMON_CONTACT; SAT_PARTY_EMPLOYMENT; SAT_PARTY_GROUP_CENSUS; SAT_PARTY_IDENTIFICATION; SAT_PARTY_IDENTITY; SAT_PARTY_INDIVIDUAL_DEMOGRAPHICS,HUB_POLICY(PMASTERPOLICYNUMBER); HUB_PRODUCT(SCHEMECODE); HUB_PRODUCT(PLANID); HUB_LOCATION(LOCATIONCODE); HUB_POLICY(PCONTRACTID); HUB_POLICY(POLICYNUMBER); HUB_DISTRIBUTION_CHANNEL(PARTNERID),"MARITALSTATUS, EMPSTATUS, PINCODE, AADHAR_VALID_STATUS, PAN_VALID_STATUS",
HUB_PARTY,BJAZ_GRP_HLT_CUST_DTLS,SAT_COMMON_CONTACT; SAT_PARTY_IDENTITY,HUB_POLICY(REG_NO); HUB_PRODUCT(PRODUCT); HUB_QUOTE(QUOTE_SUB_NO); HUB_QUOTE(QUOTE_NO),PARTNER_TYPE,
HUB_PARTY,BJAZ_GRP_HLT_DTLS,SAT_PARTY_IDENTITY; SAT_PARTY_ORGANISATION_PROFILE,HUB_POLICY(REG_NO); HUB_PRODUCT(PRODUCT); HUB_ASSESSMENT(SCRUTINY_NO); HUB_ORG_UNIT(BRANCH); HUB_ORG_UNIT(DEPARTMENT); HUB_POLICY(POLICY_NO); HUB_QUOTE(QUOTE_SUB_NO); HUB_QUOTE(QUOTE_NO); HUB_QUOTE(QUOTE_REF_NO); HUB_PROPOSAL(QUOTE_REF_NO),"CATEGORY, STATUS, INDUSTRY_TYPE, QUOTE_STATUS, QUOTE_SUB_STATUS, PER_PERSON_PREM_TYPE, BUSINESS_TYPE, POLICY_TYPE",
HUB_PARTY,BJAZ_GRP_HLT_MATERNITY_DTLS,SAT_PARTY_IDENTIFICATION,HUB_POLICY(REG_NO); HUB_PRODUCT(PRODUCT); HUB_QUOTE(QUOTE_SUB_NO); HUB_QUOTE(QUOTE_NO),TAX_CODE,
HUB_PARTY,BJAZ_HAT_OCR_FINA_DTLS_LST,SAT_PARTY_IDENTITY,HUB_CLAIM(CASE_ID),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_PARTY,BJAZ_HCP_TRANSCRIPT_URL,SAT_COMMON_CONTACT,HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_ASSESSMENT(SCRUTINY_NO); HUB_PRODUCT(PRODUCT_CODE),"SENT_STATUS, BUSINESS_TYPE",
HUB_PARTY,BJAZ_HEALTH_WEBSERVICE_INFO,SAT_PARTY_BANKING,HUB_FINANCIAL_TRANSACTION(PTRANSACTION_ID); HUB_POLICY(POLICY_REF); HUB_POLICY(CONTRACT_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(SUB_IMD_CODE); HUB_ORG_UNIT(DEPT_CODE); HUB_ORG_UNIT(BRANCH_CODE); HUB_ASSESSMENT(SCRUTINY_NO); HUB_FINANCIAL_ACCOUNT(LOAN_ACCNO); HUB_AGREEMENT(DEAL_ID),"BUSINESS_TYPE, TRANS_STATUS, PIN_STATUS, BANK_RME_CODE, INTRUMENT_TYPE, CHEQUE_TYPE, STATUS, SI_FLAG",
HUB_PARTY,BJAZ_HM_ORPHAN_REG,SAT_COMMON_CONTACT; SAT_PARTY_IDENTITY,HUB_CLAIM(CLAIM_ID); HUB_POLICY(POLICY_NUMBER); HUB_LOCATION(ORPHAN_LOC),"CLAIM_TYPE, DELETE_FLAG, ORPHAN_FOLLOW_FLAG",
HUB_PARTY,BJAZ_ILLNESS_BASES_EXTN,SAT_LNK_ROLE_NOMINEE_BENEFICIARY; SAT_PARTY_FINANCIAL_PROFILE,HUB_POLICY(CONTRACT_ID),ACTION_CODE,
HUB_PARTY,BJAZ_INVESTIGATION_REPORTS,SAT_PARTY_HEALTH_PROFILE,HUB_CLAIM(CLAIM_ID),"OCCUPATION_TYPE, HOSPITAL_TYPE, DISABILITY_TYPE, BILL_VERI_FIND, SAVE_FLAG, DOCU_ROOM_TYPE",
HUB_PARTY,BJAZ_WS_FAMILY_DTLS_BANDHAN,SAT_PARTY_GROUP_HOUSEHOLD,HUB_POLICY(PMASTERPOLICYNUMBER),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_PAYMENT_INSTRUMENT,BJAZ_HEALTH_WEBSERVICE_INFO,SAT_INSTRUMENT_DEFINITION,HUB_FINANCIAL_TRANSACTION(PTRANSACTION_ID); HUB_POLICY(POLICY_REF); HUB_POLICY(CONTRACT_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(SUB_IMD_CODE); HUB_ORG_UNIT(DEPT_CODE); HUB_ORG_UNIT(BRANCH_CODE); HUB_ASSESSMENT(SCRUTINY_NO); HUB_FINANCIAL_ACCOUNT(LOAN_ACCNO); HUB_AGREEMENT(DEAL_ID),"BUSINESS_TYPE, TRANS_STATUS, PIN_STATUS, BANK_RME_CODE, INTRUMENT_TYPE, CHEQUE_TYPE, STATUS, SI_FLAG",
HUB_PAYMENT_INSTRUMENT,BJAZ_HM_HOSPITAL_MASTER_EXTN,SAT_INSTRUMENT_DEFINITION,HUB_PARTY(HOSID); HUB_DISTRIBUTION_CHANNEL(DISTRIBUTION_PARTNER); HUB_AGREEMENT(HOSID),"NEFT_STATUS, BR_MICR_CODE, ACCOUNT_TYPE, DELETE_FLAG, PPN_TYPE, FRAUD_TYPE, PACKAGE_TYPE, ROHINI_CODE",
HUB_POLICY,BJAZ_ECARD_MEMBR_DEL_DTLS,SAT_POLICY_CERTIFICATE,HUB_QUOTE(QUOTE_REF); HUB_PARTY(EMP_CODE),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_POLICY,BJAZ_HCP_TRANSCRIPT_URL,SAT_POLICY_CLASSIFICATION,HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_ASSESSMENT(SCRUTINY_NO); HUB_PRODUCT(PRODUCT_CODE),"SENT_STATUS, BUSINESS_TYPE",
HUB_POLICY,BJAZ_HM_HOSPITAL_MASTER,SAT_POLICY_HEADER,HUB_PARTY(HOSID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_AGREEMENT(HOSID); HUB_LOCATION(PIN_CODE),"STD_CODE, HOS_STATUS, NETWORK_TYPE, PREFERRED_FLAG, DELETE_FLAG, HOSP_TYPE, HOSP_SPEC_TYPE",
HUB_POLICY,BJAZ_SCR_HLTH_PORTABLE_DTLS,SAT_POLICY_PORTABILITY_MIGRATION,HUB_ASSESSMENT(SCRUTINY_NO); HUB_CASE(REQUEST_NO); HUB_PARTY(MEMBER_IDENTIFIER); HUB_PARTY(MEMBER_REFERENCE_KEY); HUB_PARTY(MEMBER_IDENTIFIER_KEY),STATUS,
HUB_PRODUCT,BJAZ_HM_GMC_AHC,SAT_PRODUCT_DEFINITION,HUB_POLICY(POLICY_NO),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_PRODUCT,BJAZ_HM_INWARD_DTLS,SAT_PRODUCT_DEFINITION,HUB_DOCUMENT(INWARD_ID); HUB_CLAIM(CLAIM_ID); HUB_CLAIM(CLID_HPMS); HUB_PARTY(COURIER_ID); HUB_DOCUMENT(OUTWARD_ID); HUB_POLICY(POLICY_REF); HUB_LOCATION(LOCATION_CODE); HUB_LOSS_EVENT(CLAIM_ID),"DELETE_FLAG, DOCUMENT_FLAG, PRIORITY_FLAG, HOSP_PRIORITY_FLAG, VIP_FLAG, HOSP_PORTAL_FLAG",
HUB_PRODUCT,BJAZ_TPA_CLAIM_DETAILS_WS,SAT_PRODUCT_DEFINITION,HUB_PARTY(CUSTOMER_ID); HUB_POLICY(POLICY_NO); HUB_PAYMENT_INSTRUMENT(CHEQUE_NO); HUB_CLAIM(BJAZ_CLAIM_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_LOSS_EVENT(TPA_CLAIM_NO); HUB_FINANCIAL_TRANSACTION(TPA_TRANS_KEY); HUB_ORG_UNIT(OPERATING_OFFICE); HUB_ORG_UNIT(CONTROLLING_OFFICE); HUB_PARTY(HOSPITAL_CODE),"CLAIM_TYPE, CLAIM_CATEGORY, POLICY_TYPE, PRE_AUTH_STATUS, AGENT_CODE, DEVELOPMENT_CODE, OPERATING_CODE, SETTELEMENT_TYPE, STATUS, BENEFIT_TYPE, PINCODE, BRANCH_IFSC_CODE, BRANCH_MICR_CODE, NEFT_BANK_STATUS, ACCOUNT_TYPE, NEFT_ENABLE_FLAG, BJAZ_CLAIM_STATUS, WEB_APP_STATUS",
HUB_PRODUCT,BJAZ_WS_FAMILY_DTLS_BANDHAN,SAT_PRODUCT_DEFINITION,HUB_POLICY(PMASTERPOLICYNUMBER),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_PROPOSAL,BA_HCP_PROD_8433_FHC_LOADER,SAT_PROPOSAL_QUESTIONNAIRE,"HUB_POLICY(POL_SERIAL_NO); HUB_ASSESSMENT(PD_SCRUTINY_NUMBER); HUB_ORG_UNIT(PD_LOCATION_CODE); HUB_PARTY(PD_PREMIUM_PAYER_ID); HUB_DISTRIBUTION_CHANNEL(PD_PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(PD_IMD_CODE); HUB_FINANCIAL_ACCOUNT(PD_BANK_REF_NO1_LAC_SAC); HUB_PRODUCT(PD_PRODUCT_CODE); HUB_POLICY(POLICY_REF); HUB_RISK_OBJECT(POL_SERIAL_NO,MD_SEQ_NO); HUB_PARTY(PD_IMD_RM_E_CODE); HUB_PARTY(PD_BAGIC_RM_E_CODE)","PD_BUSINESS_TYPE, PD_PARTNER_TYPE, PD_SUB_IMD_CODE, PD_PIN_CODE",
HUB_PROPOSAL,BJAZ_EC_MEM_DTLS_EXTN,SAT_PROPOSAL_HEADER,"HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_PARTY(MEMBER_NO); HUB_DOCUMENT(MEDICAL_REPORT); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_RISK_OBJECT(CONTRACT_ID,MEMBER_NO)","ACTION_CODE, STATUS",
HUB_REINSURANCE_TREATY,BA_HCP_PROD_8428_GPG_LOADER,SAT_RI_CESSION_DETAIL,"HUB_POLICY(POL_SERIAL_NO); HUB_FINANCIAL_ACCOUNT(MLAC_EMI_PC_LOAN_ACCOUNT_NO); HUB_ASSESSMENT(PD_SCRUTINY_NUMBER); HUB_ORG_UNIT(PD_LOCATION_CODE); HUB_PARTY(PD_PREMIUM_PAYER_ID); HUB_DISTRIBUTION_CHANNEL(PD_PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(PD_IMD_CODE); HUB_FINANCIAL_ACCOUNT(PD_BANK_REF_NO1_LAC_SAC); HUB_PRODUCT(PD_PRODUCT_CODE); HUB_POLICY(POLICY_REF); HUB_RISK_OBJECT(POL_SERIAL_NO,MD_SEQ_NO); HUB_PARTY(PD_IMD_RM_E_CODE); HUB_PARTY(PD_BAGIC_RM_E_CODE)","PD_BUSINESS_TYPE, PD_PARTNER_TYPE, PD_SUB_IMD_CODE, PD_PIN_CODE",
HUB_REINSURANCE_TREATY,BA_HCP_PROD_8433_FHC_LOADER,SAT_RI_CESSION_DETAIL,"HUB_POLICY(POL_SERIAL_NO); HUB_ASSESSMENT(PD_SCRUTINY_NUMBER); HUB_ORG_UNIT(PD_LOCATION_CODE); HUB_PARTY(PD_PREMIUM_PAYER_ID); HUB_DISTRIBUTION_CHANNEL(PD_PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(PD_IMD_CODE); HUB_FINANCIAL_ACCOUNT(PD_BANK_REF_NO1_LAC_SAC); HUB_PRODUCT(PD_PRODUCT_CODE); HUB_POLICY(POLICY_REF); HUB_RISK_OBJECT(POL_SERIAL_NO,MD_SEQ_NO); HUB_PARTY(PD_IMD_RM_E_CODE); HUB_PARTY(PD_BAGIC_RM_E_CODE)","PD_BUSINESS_TYPE, PD_PARTNER_TYPE, PD_SUB_IMD_CODE, PD_PIN_CODE",
HUB_RISK_OBJECT,BA_HCP_DT_MEM,SAT_RISK_PERSON_MEMBER,HUB_POLICY(CONTRACT_ID); HUB_PARTY(PART_ID); HUB_COVERAGE(HCP_SEQNO),"ACTION_CODE, MEM_ADD_FLAG, MEM_STATUS",
HUB_RISK_OBJECT,BA_HCP_DT_MEM_COV,SAT_RISK_PERSON_MEMBER,HUB_POLICY(CONTRACT_ID); HUB_COVERAGE(HCP_SEQNO); HUB_PARTY(PART_ID),"ACTION_CODE, MEM_STATUS, MEM_ADD_FLAG",
HUB_RISK_OBJECT,BA_HCP_DT_POL_COV,SAT_RISK_PERSON_MEMBER,HUB_POLICY(CONTRACT_ID); HUB_PARTY(PART_ID); HUB_COVERAGE(HCP_SEQNO),"ACTION_CODE, MEM_ADD_FLAG, MEM_STATUS",
HUB_RISK_OBJECT,BA_HCP_PORT_WORDINGS,SAT_RISK_PERSON_INSURED,HUB_ASSESSMENT(SCRUTINY_NO); HUB_POLICY(CONTRACT_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_RISK_OBJECT,BA_HCP_PROD_8432_ECP_LOADER,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED; SAT_RISK_PERSON_MEMBER,HUB_POLICY(POL_SERIAL_NO); HUB_ASSESSMENT(PD_SCRUTINY_NUMBER); HUB_ORG_UNIT(PD_LOCATION_CODE); HUB_PARTY(PD_PREMIUM_PAYER_ID); HUB_DISTRIBUTION_CHANNEL(PD_PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(PD_IMD_CODE); HUB_FINANCIAL_ACCOUNT(PD_BANK_REF_NO1_LAC_SAC); HUB_PRODUCT(PD_PRODUCT_CODE); HUB_POLICY(POLICY_REF); HUB_PARTY(PD_IMD_RM_E_CODE); HUB_PARTY(PD_BAGIC_RM_E_CODE),"PD_BUSINESS_TYPE, PD_PARTNER_TYPE, PD_SUB_IMD_CODE, PD_PIN_CODE",
HUB_RISK_OBJECT,BA_HCP_PROD_8439_CLH_LOADER,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_OBJECT_CORE; SAT_RISK_PERSON_INSURED; SAT_RISK_PERSON_MEMBER,HUB_POLICY(POL_SERIAL_NO); HUB_FINANCIAL_ACCOUNT(PLC_LOAN_ACC_NO); HUB_ASSESSMENT(PD_SCRUTINY_NUMBER); HUB_ORG_UNIT(PD_LOCATION_CODE); HUB_PARTY(PD_PREMIUM_PAYER_ID); HUB_DISTRIBUTION_CHANNEL(PD_PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(PD_IMD_CODE); HUB_FINANCIAL_ACCOUNT(PD_BANK_REF_NO1_LAC_SAC); HUB_PRODUCT(PD_PRODUCT_CODE); HUB_POLICY(POLICY_REF); HUB_PARTY(PD_IMD_RM_E_CODE); HUB_PARTY(PD_BAGIC_RM_E_CODE),"MD_OCCUPATION_TYPE, PLC_BORROWER_TYPE, PD_BUSINESS_TYPE, PD_PARTNER_TYPE, PD_SUB_IMD_CODE, PD_PIN_CODE",
HUB_RISK_OBJECT,BGIL_GMC_FINAL_INSTL_DATA,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_POLICY(POLICY_NO); HUB_PARTY(EMP_CODE),"GRADE_CODE, CLAIMN_REG_FLAG",
HUB_RISK_OBJECT,BJAZ_ADLD_PREM_DTLS,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(MASTER_POLICY_NO); HUB_PARTY(BDR_CODE); HUB_PARTY(CLIENT_ID); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_PROPOSAL(BA_LEAD_NO); HUB_PROPOSAL(KGC_PROPOSAL_NUMBER); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER),CUSTOMER_TYPE,
HUB_RISK_OBJECT,BJAZ_BANDHAN_MEDI_CLAM,SAT_RISK_HEALTH_MEMBER_MEDICAL,HUB_CLAIM(REFERENCE_ID); HUB_POLICY(POLICY_REF); HUB_PRODUCT(PRODUCT_CODE); HUB_PARTY(CUSTOMER_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_ASSESSMENT(SCRUTINY_NO); HUB_POLICY(CONTRACT_ID); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(SUBIMD_CODE); HUB_LOCATION(LOCATION_CODE); HUB_DISTRIBUTION_CHANNEL(LG_CODE); HUB_PRODUCT(PLAN_ID),"PARTNER_TYPE, P_PINCODE, M_PINCODE, BUSINESS_TYPE, FLAG, HPR_FLAG",
HUB_RISK_OBJECT,BJAZ_CARD_DTLS,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED; SAT_RISK_PERSON_MEMBER,HUB_DOCUMENT(CARD_NO); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_POLICY(POLICY_REF); HUB_POLICY(CONTRACT_ID),"STATUS, POLICY_TYPE, FLAG, CARD_STATUS, MEMBER_TYPE, CARD_TYPE, JIYO_FIT_FLAG",
HUB_RISK_OBJECT,BJAZ_CLM_SUPP_EXTN,SAT_RISK_HEALTH_MEMBER_MEDICAL,HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUB_IMD_CODE); HUB_LOCATION(LOCATION_CODE); HUB_LOCATION(LOC_CODE),"DEALER_CODE, STD_CODE, MOU_STATUS, WORKSHOP_CATEGORY, SURVEYOR_CATEGORY, COMP_TYPE, PAN_STATUS, COUNTRY_CODE, EMPCODE, TAXPAYER_TYPE, TCS_STATUS, LVS_FLAG, IRN_FLAG, TWO_YR_ITR_FLAG, ADHAAR_PAN_LINK_FLAG, IIISLA_MEM_STATUS, LAWYER_TYPE, ON_DUTY_FLAG, CLAIM_NEAR_ME_FLAG, JW_FLAG",
HUB_RISK_OBJECT,BJAZ_CTNGY_FF_DTLS_EXTN,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_PRODUCT(SCHEME_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),"ACTION_CODE, SECTION_CODE",
HUB_RISK_OBJECT,BJAZ_CTNGY_GC_MEM_DATA,SAT_RISK_PERSON_INSURED,HUB_POLICY(POLICY_REF); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),INFOVIEW_FLAG,
HUB_RISK_OBJECT,BJAZ_ECARD_MEMBR_DEL_DTLS,SAT_RISK_PERSON_INSURED,HUB_QUOTE(QUOTE_REF); HUB_PARTY(EMP_CODE),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_RISK_OBJECT,BJAZ_FLEXI_CYBER_DATA,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(MASTER_POLICY_NO); HUB_PARTY(BDR_CODE); HUB_PARTY(CLIENT_ID); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_PROPOSAL(BA_LEAD_NO); HUB_PROPOSAL(KGC_PROPOSAL_NUMBER); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER),CUSTOMER_TYPE,
HUB_RISK_OBJECT,BJAZ_GC_GROUP_GUARD_DTLS,SAT_RISK_HEALTH_MEMBER_MEDICAL,HUB_POLICY(POLICY_REF); HUB_PARTY(USER_ID); HUB_PRODUCT(PLAN_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(LG_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_LOCATION(LOCATION_CODE),"PARTNER_TYPE, BUSINESS_TYPE, LOAN_TYPE, CUSTOMER_TYPE",
HUB_RISK_OBJECT,BJAZ_GENERIC_LOADER_LOG_TABLE,SAT_RISK_HEALTH_MEMBER_COVERAGE,HUB_POLICY(PMASTERPOLICYNUMBER); HUB_PRODUCT(SCHEMECODE); HUB_PRODUCT(PLANID); HUB_LOCATION(LOCATIONCODE); HUB_POLICY(PCONTRACTID); HUB_POLICY(POLICYNUMBER); HUB_DISTRIBUTION_CHANNEL(PARTNERID),"MARITALSTATUS, EMPSTATUS, PINCODE, AADHAR_VALID_STATUS, PAN_VALID_STATUS",
HUB_RISK_OBJECT,BJAZ_GG_PREM_DTLS,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(MASTER_POLICY_NO); HUB_PARTY(BDR_CODE); HUB_PARTY(CLIENT_ID); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_PROPOSAL(BA_LEAD_NO); HUB_PROPOSAL(KGC_PROPOSAL_NUMBER); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER),CUSTOMER_TYPE,
